Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Sial_aa_1 Spectral Count	Sial_aa_2 Spectral Count	Sial_aa_3 Spectral Count	rPAL_aa_1 Spectral Count	rPAL_aa_2 Spectral Count	rPAL_aa_3 Spectral Count	Sial_aa_1 Unique Spectral Count	Sial_aa_2 Unique Spectral Count	Sial_aa_3 Unique Spectral Count	rPAL_aa_1 Unique Spectral Count	rPAL_aa_2 Unique Spectral Count	rPAL_aa_3 Unique Spectral Count	Sial_aa_1 Total Spectral Count	Sial_aa_2 Total Spectral Count	Sial_aa_3 Total Spectral Count	rPAL_aa_1 Total Spectral Count	rPAL_aa_2 Total Spectral Count	rPAL_aa_3 Total Spectral Count	Sial_aa_1 Intensity	Sial_aa_2 Intensity	Sial_aa_3 Intensity	rPAL_aa_1 Intensity	rPAL_aa_2 Intensity	rPAL_aa_3 Intensity	Sial_aa_1 MaxLFQ Intensity	Sial_aa_2 MaxLFQ Intensity	Sial_aa_3 MaxLFQ Intensity	rPAL_aa_1 MaxLFQ Intensity	rPAL_aa_2 MaxLFQ Intensity	rPAL_aa_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|O00267|SPT5H_HUMAN	O00267	SPT5H_HUMAN	SUPT5H	1087	Homo sapiens	1:Experimental evidence at protein level	Transcription elongation factor SPT5	1.0	0.999	7	31	31	31	5	4	6	5	8	3	5	4	6	5	8	3	5	4	6	5	8	3	105483.62	157327.83	143681.23	160663.34	165932.66	66168.61	34681.004	47249.867	43207.27	42141.34	41176.758	31556.432	
sp|O00268|TAF4_HUMAN	O00268	TAF4_HUMAN	TAF4	1085	Homo sapiens	1:Experimental evidence at protein level	Transcription initiation factor TFIID subunit 4	1.0	0.999	24	189	186	189	25	31	25	31	39	38	25	31	25	31	38	36	25	31	25	31	39	38	1471564.2	1626647.2	1707047.1	1568590.4	1724972.6	1658005.4	270642.53	311868.12	295978.7	281998.72	325573.53	306374.97	
sp|O00273|DFFA_HUMAN	O00273	DFFA_HUMAN	DFFA	331	Homo sapiens	1:Experimental evidence at protein level	DNA fragmentation factor subunit alpha	0.9577	0.999	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	38453.926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00299|CLIC1_HUMAN	O00299	CLIC1_HUMAN	CLIC1	241	Homo sapiens	1:Experimental evidence at protein level	Chloride intracellular channel protein 1	1.0	0.999	6	47	47	47	5	9	4	9	19	1	5	9	4	9	19	1	5	9	4	9	19	1	263367.78	428482.94	186827.16	353509.7	1259797.8	141420.8	134915.83	174661.42	84321.07	161336.81	496636.97	69436.03	
sp|O00303|EIF3F_HUMAN	O00303	EIF3F_HUMAN	EIF3F	357	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit F	1.0	0.999	8	62	62	62	8	9	9	12	12	12	8	9	9	12	12	12	8	9	9	12	12	12	348346.44	337683.9	366432.53	585785.3	708292.9	617846.7	108000.19	116276.58	115705.625	168427.5	205674.33	187088.75	
sp|O00308|WWP2_HUMAN	O00308	WWP2_HUMAN	WWP2	870	Homo sapiens	1:Experimental evidence at protein level	NEDD4-like E3 ubiquitin-protein ligase WWP2	0.9574	0.999	1	4	4	4	0	0	0	2	0	2	0	0	0	2	0	2	0	0	0	2	0	2	0.0	23844.115	19728.809	34198.67	29338.967	29481.129	0.0	23844.115	19728.809	34198.67	29338.967	29481.129	
sp|O00311|CDC7_HUMAN	O00311	CDC7_HUMAN	CDC7	574	Homo sapiens	1:Experimental evidence at protein level	Cell division cycle 7-related protein kinase	0.9577	0.999	1	17	17	17	2	3	5	3	1	3	2	3	5	3	1	3	2	3	5	3	1	3	57320.89	48515.53	65451.09	41775.062	36985.36	34328.125	57320.89	48515.53	65451.09	41775.062	36985.36	34328.125	
sp|O00330|ODPX_HUMAN	O00330	ODPX_HUMAN	PDHX	501	Homo sapiens	1:Experimental evidence at protein level	Pyruvate dehydrogenase protein X component, mitochondrial	0.9947	0.999	2	4	4	4	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	4	0	0.0	0.0	0.0	0.0	96174.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00410|IPO5_HUMAN	O00410	IPO5_HUMAN	IPO5	1097	Homo sapiens	1:Experimental evidence at protein level	Importin-5	1.0	0.999	17	81	79	81	11	12	12	8	30	8	11	12	12	8	28	8	11	12	12	8	30	8	338556.12	402920.75	382726.8	334105.97	854319.06	281832.44	75636.26	79947.31	78549.16	70065.016	127181.94	63068.047	
sp|O00411|RPOM_HUMAN	O00411	RPOM_HUMAN	POLRMT	1230	Homo sapiens	1:Experimental evidence at protein level	DNA-directed RNA polymerase, mitochondrial	1.0	0.999	25	151	151	151	26	26	30	23	21	25	26	26	30	23	21	25	26	26	30	23	21	25	803882.4	1128971.8	947880.5	948971.5	858721.5	973478.2	96976.48	102205.41	108796.6	96755.055	88371.82	99767.695	
sp|O00418|EF2K_HUMAN	O00418	EF2K_HUMAN	EEF2K	725	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic elongation factor 2 kinase	0.9282	0.9982	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0.0	0.0	16977.406	12489.663	19137.443	13717.371	0.0	0.0	16977.406	12489.663	19137.443	13717.371	
sp|O00422|SAP18_HUMAN	O00422	SAP18_HUMAN	SAP18	153	Homo sapiens	1:Experimental evidence at protein level	Histone deacetylase complex subunit SAP18	1.0	0.999	10	84	84	84	12	12	12	14	17	17	12	12	12	14	17	17	12	12	12	14	17	17	647375.5	715855.0	647550.3	893437.4	1223958.2	1002008.94	126227.52	151264.77	136813.52	179278.7	211284.95	189979.84	
sp|O00429|DNM1L_HUMAN	O00429	DNM1L_HUMAN	DNM1L	736	Homo sapiens	1:Experimental evidence at protein level	Dynamin-1-like protein	1.0	0.999	8	10	10	10	0	2	0	0	8	0	0	2	0	0	8	0	0	2	0	0	8	0	24661.55	59887.348	25965.54	42283.367	170112.19	44525.812	15357.488	16334.204	12882.422	14390.5205	30759.19	11879.239	
sp|O00442|RTCA_HUMAN	O00442	RTCA_HUMAN	RTCA	366	Homo sapiens	1:Experimental evidence at protein level	RNA 3'-terminal phosphate cyclase	0.9911	0.999	1	2	2	2	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	23290.996	22487.617	0.0	19886.838	23358.893	0.0	23290.996	22487.617	0.0	19886.838	23358.893	0.0	
sp|O00461|GOLI4_HUMAN	O00461	GOLI4_HUMAN	GOLIM4	696	Homo sapiens	1:Experimental evidence at protein level	Golgi integral membrane protein 4	0.9577	0.999	1	3	3	3	0	0	0	0	2	1	0	0	0	0	2	1	0	0	0	0	2	1	0.0	19344.223	16636.314	19156.72	32294.564	17949.242	0.0	19344.223	16636.314	19156.72	32294.564	17949.242	
sp|O00469|PLOD2_HUMAN	O00469	PLOD2_HUMAN	PLOD2	737	Homo sapiens	1:Experimental evidence at protein level	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	0.9999	0.999	2	12	12	12	3	3	1	2	3	0	3	3	1	2	3	0	3	3	1	2	3	0	72083.95	54375.047	33135.176	33137.047	67106.6	29401.693	36327.965	30597.738	34271.24	34273.17	34593.023	30409.75	
sp|O00471|EXOC5_HUMAN	O00471	EXOC5_HUMAN	EXOC5	708	Homo sapiens	1:Experimental evidence at protein level	Exocyst complex component 5	0.9958	0.999	2	12	12	12	2	2	2	3	2	1	2	2	2	3	2	1	2	2	2	3	2	1	177153.67	158712.12	137419.25	161034.86	181676.73	28543.803	106340.84	106584.305	91616.766	95832.83	114200.94	84064.23	
sp|O00479|HMGN4_HUMAN	O00479	HMGN4_HUMAN	HMGN4	90	Homo sapiens	1:Experimental evidence at protein level	High mobility group nucleosome-binding domain-containing protein 4	1.0	0.999	2	12	12	12	1	2	2	2	2	3	1	2	2	2	2	3	1	2	2	2	2	3	108712.44	160525.44	123236.766	78065.14	127401.445	133611.81	72410.96	89088.08	78227.63	50262.332	74760.66	125116.1	
sp|O00483|CXFA4_HUMAN	O00483	CXFA4_HUMAN	COXFA4	81	Homo sapiens	1:Experimental evidence at protein level	Cytochrome c oxidase subunit FA4	0.9257	0.9982	1	5	5	5	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	76392.41	57680.426	75148.04	54067.21	57951.363	61913.793	76392.41	57680.426	75148.04	54067.21	57951.363	61913.793	
sp|O00487|PSDE_HUMAN	O00487	PSDE_HUMAN	PSMD14	310	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin C-terminal hydrolase PSMD14	1.0	0.999	4	7	7	7	0	0	1	2	4	0	0	0	1	2	4	0	0	0	1	2	4	0	35837.08	87397.45	52324.83	55171.125	181878.72	9308.081	40501.07	27682.271	22956.146	24683.412	58889.24	16667.125	
sp|O00488|ZN593_HUMAN	O00488	ZN593_HUMAN	ZNF593	134	Homo sapiens	1:Experimental evidence at protein level	Zinc finger protein 593	1.0	0.999	8	61	61	61	8	13	14	5	7	14	8	13	14	5	7	14	8	13	14	5	7	14	374765.8	600916.9	651783.56	272649.5	414108.53	455650.1	107510.63	146104.8	165241.75	79188.78	88032.01	120924.51	
sp|O00499|BIN1_HUMAN	O00499	BIN1_HUMAN	BIN1	593	Homo sapiens	1:Experimental evidence at protein level	Myc box-dependent-interacting protein 1	0.9979	0.999	2	2	1	2	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	2	0	12286.69	0.0	14144.965	12250.834	244768.39	0.0	22967.531	0.0	26441.207	22900.504	34636.684	0.0	
sp|O00505|IMA4_HUMAN	O00505	IMA4_HUMAN	KPNA3	521	Homo sapiens	1:Experimental evidence at protein level	Importin subunit alpha-4	1.0	0.999	10	88	50	88	10	19	15	12	14	18	4	11	8	6	8	13	10	19	15	12	14	18	611482.5	700566.5	782613.0	771196.1	922176.25	898514.0	232752.31	232181.45	262282.22	236374.73	314861.25	328096.6	
sp|O00506|STK25_HUMAN	O00506	STK25_HUMAN	STK25	426	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein kinase 25	0.9989	0.999	3	4	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	68125.55	55246.96	47553.195	68186.16	124562.08	73251.586	46272.01	29052.803	27852.27	43669.633	45623.727	28632.936	sp|Q9P289|STK26_HUMAN
sp|O00522|KRIT1_HUMAN	O00522	KRIT1_HUMAN	KRIT1	736	Homo sapiens	1:Experimental evidence at protein level	Krev interaction trapped protein 1	1.0	0.999	3	18	18	18	3	1	3	5	3	3	3	1	3	5	3	3	3	1	3	5	3	3	65795.32	76166.47	62501.742	77668.46	79623.16	63879.76	37379.773	42033.164	35641.098	38719.797	38696.79	29397.45	
sp|O00541|PESC_HUMAN	O00541	PESC_HUMAN	PES1	588	Homo sapiens	1:Experimental evidence at protein level	Pescadillo homolog	1.0	0.999	30	305	305	305	52	54	49	50	46	54	52	54	49	50	46	54	52	54	49	50	46	54	3295883.5	3905927.8	3541931.2	3587788.0	3989573.0	3538751.8	476902.56	511298.38	477557.53	482597.34	501930.28	493929.5	
sp|O00559|RCAS1_HUMAN	O00559	RCAS1_HUMAN	EBAG9	213	Homo sapiens	1:Experimental evidence at protein level	Receptor-binding cancer antigen expressed on SiSo cells	0.997	0.9982	2	2	2	2	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	10202.444	17177.564	50419.465	38980.305	72268.055	0.0	19717.615	33197.99	33956.418	20412.81	34284.906	0.0	
sp|O00560|SDCB1_HUMAN	O00560	SDCB1_HUMAN	SDCBP	298	Homo sapiens	1:Experimental evidence at protein level	Syntenin-1	1.0	0.999	9	73	73	73	16	10	13	10	13	11	16	10	13	10	13	11	16	10	13	10	13	11	755681.25	878605.6	801057.75	552572.44	612060.94	558218.8	184176.97	187689.55	179573.36	137574.38	149096.47	134835.86	
sp|O00566|MPP10_HUMAN	O00566	MPP10_HUMAN	MPHOSPH10	681	Homo sapiens	1:Experimental evidence at protein level	U3 small nucleolar ribonucleoprotein protein MPP10	1.0	0.999	30	430	430	430	67	64	59	80	76	84	67	64	59	80	76	84	67	64	59	80	76	84	4743359.5	4936080.5	4821459.0	6457088.5	5678907.0	5543849.0	616955.25	559833.3	595071.5	744378.7	636493.4	692202.9	
sp|O00567|NOP56_HUMAN	O00567	NOP56_HUMAN	NOP56	594	Homo sapiens	1:Experimental evidence at protein level	Nucleolar protein 56	1.0	0.999	38	588	588	588	88	95	86	115	99	105	88	95	86	115	99	105	88	95	86	115	99	105	6310570.5	6830264.5	6588919.5	7559978.5	7810405.5	7172977.0	722343.94	741194.56	769035.25	859158.0	827850.5	843758.9	
sp|O00571|DDX3X_HUMAN	O00571	DDX3X_HUMAN	DDX3X	662	Homo sapiens	1:Experimental evidence at protein level	ATP-dependent RNA helicase DDX3X	1.0	0.999	33	410	162	499	74	66	68	62	71	69	24	27	26	24	33	28	89	82	84	72	91	81	6626922.0	6476921.0	6347293.0	5845005.5	5640142.5	6057916.0	1277644.6	1224956.8	1198612.9	1140711.0	1159648.1	1166265.0	
sp|O00629|IMA3_HUMAN	O00629	IMA3_HUMAN	KPNA4	521	Homo sapiens	1:Experimental evidence at protein level	Importin subunit alpha-3	1.0	0.999	9	23	23	61	1	3	4	4	6	5	1	3	4	4	6	5	7	11	11	10	12	10	75678.32	75904.625	91598.266	98170.37	144113.33	107462.91	32439.975	42480.29	37166.504	39777.863	57232.777	44298.78	
sp|O00716|E2F3_HUMAN	O00716	E2F3_HUMAN	E2F3	465	Homo sapiens	1:Experimental evidence at protein level	Transcription factor E2F3	0.9577	0.999	1	7	7	7	1	2	2	1	0	1	1	2	2	1	0	1	1	2	2	1	0	1	28503.46	26433.822	28472.691	29550.52	0.0	21245.682	28503.46	26433.822	28472.691	29550.52	0.0	21245.682	
sp|O00743|PPP6_HUMAN	O00743	PPP6_HUMAN	PPP6C	305	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase 6 catalytic subunit	0.9989	0.999	2	7	7	7	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	40643.67	43594.64	34470.48	38057.96	52902.82	35269.387	40643.67	43594.64	34470.48	38057.96	46648.207	32127.598	
sp|O00767|SCD_HUMAN	O00767	SCD_HUMAN	SCD	359	Homo sapiens	1:Experimental evidence at protein level	Stearoyl-CoA desaturase	0.9577	0.999	1	11	11	11	1	4	2	1	1	2	1	4	2	1	1	2	1	4	2	1	1	2	52677.168	51616.28	36597.24	44557.12	44531.16	36293.305	52677.168	51616.28	36597.24	44557.12	44531.16	36293.305	
sp|O14497|ARI1A_HUMAN	O14497	ARI1A_HUMAN	ARID1A	2285	Homo sapiens	1:Experimental evidence at protein level	AT-rich interactive domain-containing protein 1A	1.0	0.999	22	123	123	123	17	20	27	25	14	20	17	20	27	25	14	20	17	20	27	25	14	20	740772.3	890277.44	1029177.9	1045662.3	865438.7	869820.94	130349.79	131422.42	156151.52	152771.86	120372.41	144811.39	
sp|O14519|CDKA1_HUMAN	O14519	CDKA1_HUMAN	CDK2AP1	115	Homo sapiens	1:Experimental evidence at protein level	Cyclin-dependent kinase 2-associated protein 1	0.9069	0.9977	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15373.577	0.0	12416.084	10090.639	12528.5205	0.0	15373.577	0.0	12416.084	10090.639	12528.5205	0.0	sp|O75956|CDKA2_HUMAN
sp|O14545|TRAD1_HUMAN	O14545	TRAD1_HUMAN	TRAFD1	582	Homo sapiens	1:Experimental evidence at protein level	TRAF-type zinc finger domain-containing protein 1	0.8821	0.997	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0.0	0.0	0.0	18979.924	8535.484	8823.76	0.0	0.0	0.0	18979.924	8535.484	8823.76	
sp|O14548|CO72L_HUMAN	O14548	CO72L_HUMAN	COX7A2L	114	Homo sapiens	1:Experimental evidence at protein level	Cytochrome c oxidase subunit 7A2-like, mitochondrial	0.9557	0.999	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0.0	37799.95	0.0	0.0	17082.621	11776.973	0.0	37799.95	0.0	0.0	17082.621	11776.973	
sp|O14562|UBFD1_HUMAN	O14562	UBFD1_HUMAN	UBFD1	309	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin domain-containing protein UBFD1	0.9576	0.999	1	3	3	3	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	3	0	0.0	0.0	0.0	26862.723	61772.773	0.0	0.0	0.0	0.0	26862.723	61772.773	0.0	
sp|O14578|CTRO_HUMAN	O14578	CTRO_HUMAN	CIT	2027	Homo sapiens	1:Experimental evidence at protein level	Citron Rho-interacting kinase	1.0	0.999	15	59	59	59	10	7	7	13	12	10	10	7	7	13	12	10	10	7	7	13	12	10	344677.56	366211.22	404910.38	505325.2	334220.25	404441.5	72590.08	62793.41	75042.0	76044.37	73504.625	70818.0	
sp|O14579|COPE_HUMAN	O14579	COPE_HUMAN	COPE	308	Homo sapiens	1:Experimental evidence at protein level	Coatomer subunit epsilon	1.0	0.999	11	49	49	49	10	7	10	7	7	8	10	7	10	7	7	8	10	7	10	7	7	8	534321.94	462258.0	487288.47	518118.75	425846.03	528412.9	131591.97	129739.82	127614.07	127774.18	100934.18	133377.52	
sp|O14602|IF1AY_HUMAN	O14602	IF1AY_HUMAN	EIF1AY	144	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 1A, Y-chromosomal	1.0	0.999	6	50	0	50	6	9	5	7	15	8	0	0	0	0	0	0	6	9	5	7	15	8	568018.5	599884.4	493403.88	461180.62	1028439.0	771280.56	206010.06	192551.19	167176.97	193545.94	258632.92	227346.28	sp|P47813|IF1AX_HUMAN
sp|O14607|UTY_HUMAN	O14607	UTY_HUMAN	UTY	1347	Homo sapiens	1:Experimental evidence at protein level	Histone demethylase UTY	0.9576	0.999	1	4	0	4	1	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	19850.436	20400.314	19185.525	14638.484	24911.654	9184.995	19850.436	20400.314	19185.525	14638.484	24911.654	9184.995	sp|O15550|KDM6A_HUMAN
sp|O14617|AP3D1_HUMAN	O14617	AP3D1_HUMAN	AP3D1	1153	Homo sapiens	1:Experimental evidence at protein level	AP-3 complex subunit delta-1	1.0	0.999	60	1221	1221	1221	206	206	201	214	181	213	206	206	201	214	181	213	206	206	201	214	181	213	2.4436484E7	2.7130386E7	2.6523322E7	2.642373E7	2.5892768E7	2.7089302E7	2015242.6	2136899.5	2103524.8	2081882.6	1963314.8	2264602.8	
sp|O14639|ABLM1_HUMAN	O14639	ABLM1_HUMAN	ABLIM1	778	Homo sapiens	1:Experimental evidence at protein level	Actin-binding LIM protein 1	1.0	0.999	14	63	63	63	9	4	9	13	13	15	9	4	9	13	13	15	9	4	9	13	13	15	424424.75	280989.62	312763.34	371593.78	412121.3	385059.72	81481.7	69994.22	80767.75	85335.34	92446.945	87993.6	
sp|O14640|DVL1_HUMAN	O14640	DVL1_HUMAN	DVL1	695	Homo sapiens	1:Experimental evidence at protein level	Segment polarity protein dishevelled homolog DVL-1	0.9975	0.999	2	7	0	7	2	0	2	1	1	1	0	0	0	0	0	0	2	0	2	1	1	1	14267.201	7560.1323	0.0	0.0	3423.164	12300.795	15058.954	7979.679	0.0	0.0	3613.131	5793.24	sp|P54792|DVLP1_HUMAN
sp|O14646|CHD1_HUMAN	O14646	CHD1_HUMAN	CHD1	1710	Homo sapiens	1:Experimental evidence at protein level	ATP-dependent chromatin remodeler CHD1	1.0	0.999	47	325	288	325	50	60	50	59	54	52	48	53	46	50	44	47	50	60	50	59	54	52	2901572.0	2984164.0	2913900.0	3159382.8	2893923.2	2933178.8	362133.06	345168.28	341674.16	379663.22	311677.25	357490.94	
sp|O14647|CHD2_HUMAN	O14647	CHD2_HUMAN	CHD2	1828	Homo sapiens	1:Experimental evidence at protein level	ATP-dependent chromatin remodeler CHD2	1.0	0.999	31	156	156	193	27	21	19	34	24	31	27	21	19	34	24	31	29	28	23	43	34	36	1340982.4	1417319.0	1356166.0	1694510.1	1169812.1	1470040.6	209113.02	187182.14	193216.17	219671.61	162942.69	202326.06	
sp|O14672|ADA10_HUMAN	O14672	ADA10_HUMAN	ADAM10	748	Homo sapiens	1:Experimental evidence at protein level	Disintegrin and metalloproteinase domain-containing protein 10	0.9577	0.999	1	5	5	5	1	0	1	2	0	1	1	0	1	2	0	1	1	0	1	2	0	1	35921.645	0.0	29411.45	28699.797	41681.96	36673.67	35921.645	0.0	29411.45	28699.797	41681.96	36673.67	
sp|O14681|EI24_HUMAN	O14681	EI24_HUMAN	EI24	340	Homo sapiens	1:Experimental evidence at protein level	Etoposide-induced protein 2.4 homolog	0.7759	0.9935	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	42830.266	37798.73	0.0	0.0	0.0	0.0	42830.266	37798.73	
sp|O14713|ITBP1_HUMAN	O14713	ITBP1_HUMAN	ITGB1BP1	200	Homo sapiens	1:Experimental evidence at protein level	Integrin beta-1-binding protein 1	0.8362	0.9956	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0.0	0.0	0.0	10344.709	13948.196	0.0	0.0	0.0	0.0	10344.709	13948.196	0.0	
sp|O14733|MP2K7_HUMAN	O14733	MP2K7_HUMAN	MAP2K7	419	Homo sapiens	1:Experimental evidence at protein level	Dual specificity mitogen-activated protein kinase kinase 7	1.0	0.999	3	24	24	24	2	4	7	2	2	7	2	4	7	2	2	7	2	4	7	2	2	7	136371.06	149346.33	183983.11	135720.06	153906.81	100205.375	73462.81	68498.39	77773.26	64476.29	62472.004	63276.582	
sp|O14737|PDCD5_HUMAN	O14737	PDCD5_HUMAN	PDCD5	125	Homo sapiens	1:Experimental evidence at protein level	Programmed cell death protein 5	1.0	0.999	4	8	8	8	1	0	0	1	6	0	1	0	0	1	6	0	1	0	0	1	6	0	11170.037	12119.303	4010.3286	38156.11	159927.89	0.0	29288.896	13825.5	10515.461	6039.099	25492.143	0.0	
sp|O14744|ANM5_HUMAN	O14744	ANM5_HUMAN	PRMT5	637	Homo sapiens	1:Experimental evidence at protein level	Protein arginine N-methyltransferase 5	1.0	0.999	17	167	167	167	28	28	17	33	33	28	28	28	17	33	33	28	28	28	17	33	33	28	2070717.1	2467613.8	2147996.2	3261641.0	3616302.5	3176686.0	608862.0	658606.9	649440.44	890323.0	1018487.44	891773.4	
sp|O14745|NHRF1_HUMAN	O14745	NHRF1_HUMAN	NHERF1	358	Homo sapiens	1:Experimental evidence at protein level	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	1.0	0.999	7	41	41	41	4	8	4	5	14	6	4	8	4	5	14	6	4	8	4	5	14	6	451213.75	376393.5	262361.2	421004.75	855787.2	445257.78	149142.22	134153.56	124169.02	127165.83	260496.36	128631.42	
sp|O14757|CHK1_HUMAN	O14757	CHK1_HUMAN	CHEK1	476	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein kinase Chk1	1.0	0.999	9	62	62	62	12	7	12	9	10	12	12	7	12	9	10	12	12	7	12	9	10	12	620029.4	533411.06	536262.6	439390.38	483847.97	464861.28	191430.44	173418.67	163082.53	137253.48	140014.06	147428.2	
sp|O14773|TPP1_HUMAN	O14773	TPP1_HUMAN	TPP1	563	Homo sapiens	1:Experimental evidence at protein level	Tripeptidyl-peptidase 1	0.9999	0.999	2	8	8	8	1	2	0	2	3	0	1	2	0	2	3	0	1	2	0	2	3	0	59136.29	45765.42	33572.566	34306.113	60054.61	10569.075	32279.895	25912.342	16308.544	19728.207	33687.547	13276.235	
sp|O14776|TCRG1_HUMAN	O14776	TCRG1_HUMAN	TCERG1	1098	Homo sapiens	1:Experimental evidence at protein level	Transcription elongation regulator 1	1.0	0.999	20	146	142	146	22	26	19	30	21	28	22	24	19	30	20	27	22	26	19	30	21	28	801737.44	1081327.1	954943.2	1064923.6	1046053.7	880389.3	129807.18	143257.38	138994.33	142616.05	141018.62	131898.95	
sp|O14787|TNPO2_HUMAN	O14787	TNPO2_HUMAN	TNPO2	897	Homo sapiens	1:Experimental evidence at protein level	Transportin-2	0.9577	0.999	1	2	2	2	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	26925.137	22104.902	25704.047	16520.627	18004.225	13972.374	26925.137	22104.902	25704.047	16520.627	18004.225	13972.374	
sp|O14802|RPC1_HUMAN	O14802	RPC1_HUMAN	POLR3A	1390	Homo sapiens	1:Experimental evidence at protein level	DNA-directed RNA polymerase III subunit RPC1	1.0	0.999	15	48	48	48	6	11	14	2	5	10	6	11	14	2	5	10	6	11	14	2	5	10	354540.2	464772.22	485558.8	198198.5	353059.72	297569.97	68547.016	63652.754	64424.766	52795.438	40860.637	50862.91	
sp|O14818|PSA7_HUMAN	O14818	PSA7_HUMAN	PSMA7	248	Homo sapiens	1:Experimental evidence at protein level	Proteasome subunit alpha type-7	1.0	0.999	5	39	9	39	9	5	6	5	9	5	2	2	1	1	2	1	9	5	6	5	9	5	262012.52	246838.1	255239.8	277375.16	461923.5	221217.58	62107.883	67009.91	59384.086	65896.2	107735.945	51422.55	
sp|O14828|SCAM3_HUMAN	O14828	SCAM3_HUMAN	SCAMP3	347	Homo sapiens	1:Experimental evidence at protein level	Secretory carrier-associated membrane protein 3	1.0	0.999	4	23	23	23	3	5	3	4	6	2	3	5	3	4	6	2	3	5	3	4	6	2	213694.75	186359.14	223568.69	124741.36	207162.53	151650.11	96094.35	77812.38	85334.06	64180.56	77076.016	60894.113	
sp|O14880|MGST3_HUMAN	O14880	MGST3_HUMAN	MGST3	152	Homo sapiens	1:Experimental evidence at protein level	Glutathione S-transferase 3, mitochondrial	1.0	0.999	3	17	17	17	3	1	4	3	2	4	3	1	4	3	2	4	3	1	4	3	2	4	92407.42	214830.78	210199.58	100553.125	90670.26	75013.45	50640.57	62508.29	59335.31	49041.87	44456.426	47059.11	
sp|O14893|GEMI2_HUMAN	O14893	GEMI2_HUMAN	GEMIN2	280	Homo sapiens	1:Experimental evidence at protein level	Gem-associated protein 2	0.9998	0.999	2	30	30	30	6	5	5	5	5	4	6	5	5	5	5	4	6	5	5	5	5	4	322533.8	340045.0	423180.7	290300.62	325144.72	396849.25	189835.19	205129.73	272153.75	178146.06	195279.23	255186.05	
sp|O14920|IKKB_HUMAN	O14920	IKKB_HUMAN	IKBKB	756	Homo sapiens	1:Experimental evidence at protein level	Inhibitor of nuclear factor kappa-B kinase subunit beta	1.0	0.999	4	15	15	15	3	1	0	2	2	7	3	1	0	2	2	7	3	1	0	2	2	7	48643.04	42380.76	62247.9	128808.69	162880.03	163458.8	67097.766	30615.877	48249.477	71839.516	106082.49	84701.42	
sp|O14925|TIM23_HUMAN	O14925	TIM23_HUMAN	TIMM23	209	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial import inner membrane translocase subunit Tim23	0.9577	0.999	1	13	0	13	4	2	2	1	3	1	0	0	0	0	0	0	4	2	2	1	3	1	182587.7	165746.3	163121.2	110367.19	192847.06	165309.9	182587.7	165746.3	163121.2	110367.19	192847.06	165309.9	sp|Q5SRD1|TI23B_HUMAN
