Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	UL_1 Spectral Count	UL_2 Spectral Count	UL_3 Spectral Count	rGAL_1 Spectral Count	rGAL_2 Spectral Count	rGAL_3 Spectral Count	UL_1 Unique Spectral Count	UL_2 Unique Spectral Count	UL_3 Unique Spectral Count	rGAL_1 Unique Spectral Count	rGAL_2 Unique Spectral Count	rGAL_3 Unique Spectral Count	UL_1 Total Spectral Count	UL_2 Total Spectral Count	UL_3 Total Spectral Count	rGAL_1 Total Spectral Count	rGAL_2 Total Spectral Count	rGAL_3 Total Spectral Count	UL_1 Intensity	UL_2 Intensity	UL_3 Intensity	rGAL_1 Intensity	rGAL_2 Intensity	rGAL_3 Intensity	UL_1 MaxLFQ Intensity	UL_2 MaxLFQ Intensity	UL_3 MaxLFQ Intensity	rGAL_1 MaxLFQ Intensity	rGAL_2 MaxLFQ Intensity	rGAL_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|P55884|EIF3B_HUMAN	P55884	EIF3B_HUMAN	EIF3B	814	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit B	1.0	0.999	2	10	10	10	2	2	2	1	1	2	2	2	2	1	1	2	2	2	2	1	1	2	56498.688	41127.496	32137.42	43565.957	41758.88	36896.605	39399.863	41127.496	32137.42	43565.957	41758.88	36896.605	
sp|P56192|SYMC_HUMAN	P56192	SYMC_HUMAN	MARS1	900	Homo sapiens	1:Experimental evidence at protein level	Methionine--tRNA ligase, cytoplasmic	1.0	0.9987	4	14	14	14	1	2	1	2	4	4	1	2	1	2	4	4	1	2	1	2	4	4	33222.5	48631.61	25573.951	82206.69	36985.156	57666.07	35015.445	51256.152	26954.123	36546.863	28993.041	40796.27	
sp|P56537|IF6_HUMAN	P56537	IF6_HUMAN	EIF6	245	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 6	0.9811	0.999	1	4	4	4	1	0	2	0	1	0	1	0	2	0	1	0	1	0	2	0	1	0	20203.05	0.0	23357.57	0.0	16241.107	0.0	20203.05	0.0	23357.57	0.0	16241.107	0.0	
sp|P57678|GEMI4_HUMAN	P57678	GEMI4_HUMAN	GEMIN4	1058	Homo sapiens	1:Experimental evidence at protein level	Gem-associated protein 4	0.9459	0.997	1	3	3	3	2	0	0	0	1	0	2	0	0	0	1	0	2	0	0	0	1	0	29685.97	0.0	0.0	0.0	19451.984	0.0	29685.97	0.0	0.0	0.0	19451.984	0.0	
sp|P59768|GBG2_HUMAN	P59768	GBG2_HUMAN	GNG2	71	Homo sapiens	1:Experimental evidence at protein level	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2	0.967	0.9982	1	9	9	9	3	1	1	1	2	1	3	1	1	1	2	1	3	1	1	1	2	1	38330.387	31590.92	30959.436	43296.824	32335.535	32159.6	38330.387	31590.92	30959.436	43296.824	32335.535	32159.6	
sp|P59780|AP3S2_HUMAN	P59780	AP3S2_HUMAN	AP3S2	193	Homo sapiens	1:Experimental evidence at protein level	AP-3 complex subunit sigma-2	0.9256	0.9958	1	7	7	7	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	49669.39	50946.23	45666.68	58958.66	59338.133	42403.426	49669.39	50946.23	45666.68	58958.66	59338.133	42403.426	
sp|P59998|ARPC4_HUMAN	P59998	ARPC4_HUMAN	ARPC4	168	Homo sapiens	1:Experimental evidence at protein level	Actin-related protein 2/3 complex subunit 4	1.0	0.9988	2	14	14	14	5	1	2	1	1	4	5	1	2	1	1	4	5	1	2	1	1	4	178111.17	111505.21	147241.1	136494.48	104363.0	118414.87	153925.39	111505.21	132941.94	136494.48	104363.0	106014.68	
sp|P60174|TPIS_HUMAN	P60174	TPIS_HUMAN	TPI1	249	Homo sapiens	1:Experimental evidence at protein level	Triosephosphate isomerase	0.978	0.9988	1	11	11	11	1	2	4	1	1	2	1	2	4	1	1	2	1	2	4	1	1	2	35580.656	45615.67	47553.383	23735.809	34188.188	38346.98	35580.656	45615.67	47553.383	23735.809	34188.188	38346.98	
sp|P60323|NANO3_HUMAN	P60323	NANO3_HUMAN	NANOS3	173	Homo sapiens	1:Experimental evidence at protein level	Nanos homolog 3	0.471	0.9438	1	2	2	2	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0.0	0.0	0.0	29276.762	0.0	26958.262	0.0	0.0	0.0	29276.762	0.0	26958.262	
sp|P60660|MYL6_HUMAN	P60660	MYL6_HUMAN	MYL6	151	Homo sapiens	1:Experimental evidence at protein level	Myosin light polypeptide 6	1.0	0.9989	3	18	14	18	3	1	2	4	5	3	2	1	2	3	4	2	3	1	2	4	5	3	90731.5	36021.094	42854.637	177367.77	152908.19	107522.21	56926.43	55029.332	65468.914	76314.0	61652.215	51217.145	
sp|P60709|ACTB_HUMAN	P60709	ACTB_HUMAN	ACTB	375	Homo sapiens	1:Experimental evidence at protein level	Actin, cytoplasmic 1	1.0	0.999	16	303	0	303	64	41	63	31	46	58	0	0	0	0	0	0	64	41	63	31	46	58	3812325.8	2646598.8	2856479.5	2436648.2	2491968.0	2746756.8	747008.8	550118.2	574060.9	547466.0	517240.6	583884.06	sp|P63261|ACTG_HUMAN
sp|P60842|IF4A1_HUMAN	P60842	IF4A1_HUMAN	EIF4A1	406	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic initiation factor 4A-I	1.0	0.9983	2	11	2	11	4	1	1	1	2	2	2	0	0	0	0	0	4	1	1	1	2	2	84260.92	40966.434	58997.61	55786.043	50483.848	78382.45	60556.773	40966.434	58997.61	55786.043	50483.848	78382.45	
sp|P60866|RS20_HUMAN	P60866	RS20_HUMAN	RPS20	119	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein uS10	0.9242	0.9957	1	2	2	2	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0.0	0.0	19505.602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P61165|TM258_HUMAN	P61165	TM258_HUMAN	TMEM258	79	Homo sapiens	1:Experimental evidence at protein level	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit TMEM258	0.8476	0.9906	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	20933.967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P61247|RS3A_HUMAN	P61247	RS3A_HUMAN	RPS3A	264	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein eS1	1.0	0.999	21	351	351	351	51	53	56	63	64	64	51	53	56	63	64	64	51	53	56	63	64	64	4091203.2	3366773.2	3352074.5	4664093.0	4730405.5	4832846.5	806192.8	712351.9	723822.2	1025050.8	1080579.2	1072977.2	
sp|P61254|RL26_HUMAN	P61254	RL26_HUMAN	RPL26	145	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein uL24	1.0	0.9989	16	176	47	176	27	22	30	29	27	41	10	5	7	9	6	10	27	22	30	29	27	41	1129599.1	1211080.1	1379758.8	1907076.9	1289878.1	1624750.9	277262.53	302296.53	305132.75	427923.1	340851.9	376800.06	
sp|P61289|PSME3_HUMAN	P61289	PSME3_HUMAN	PSME3	254	Homo sapiens	1:Experimental evidence at protein level	Proteasome activator complex subunit 3	0.9595	0.9978	1	3	3	3	1	1	0	1	0	0	1	1	0	1	0	0	1	1	0	1	0	0	17351.02	35072.94	0.0	26516.63	0.0	0.0	17351.02	35072.94	0.0	26516.63	0.0	0.0	
sp|P61313|RL15_HUMAN	P61313	RL15_HUMAN	RPL15	204	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein eL15	0.735	0.9813	1	5	5	5	2	1	0	0	1	1	2	1	0	0	1	1	2	1	0	0	1	1	34666.56	36983.81	0.0	36245.17	37513.062	33503.754	34666.56	36983.81	0.0	36245.17	37513.062	33503.754	
sp|P61353|RL27_HUMAN	P61353	RL27_HUMAN	RPL27	136	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein eL27	0.8128	0.9879	1	2	2	2	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0.0	0.0	0.0	21381.068	0.0	15470.498	0.0	0.0	0.0	21381.068	0.0	15470.498	
sp|P61513|RL37A_HUMAN	P61513	RL37A_HUMAN	RPL37A	92	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein eL43	1.0	0.999	5	40	36	40	5	3	7	9	5	11	5	3	6	9	4	9	5	3	7	9	5	11	209887.05	118370.41	256467.8	227415.16	301620.38	420584.38	136445.77	97230.56	142192.69	141510.23	163603.12	226238.8	
sp|P61626|LYSC_HUMAN	P61626	LYSC_HUMAN	LYZ	148	Homo sapiens	1:Experimental evidence at protein level	Lysozyme C	1.0	0.9989	3	19	19	19	5	3	3	3	2	3	5	3	3	3	2	3	5	3	3	3	2	3	119692.99	163646.62	165770.6	155207.55	113090.484	115388.08	115129.875	133105.44	145307.72	155207.55	99523.24	93989.77	
sp|P61803|DAD1_HUMAN	P61803	DAD1_HUMAN	DAD1	113	Homo sapiens	1:Experimental evidence at protein level	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1	0.8608	0.9915	1	6	6	6	0	0	1	1	1	3	0	0	1	1	1	3	0	0	1	1	1	3	0.0	0.0	15331.769	24696.314	13644.063	21443.164	0.0	0.0	15331.769	24696.314	13644.063	21443.164	
sp|P61927|RL37_HUMAN	P61927	RL37_HUMAN	RPL37	97	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein eL37	1.0	0.9965	3	28	28	28	5	3	6	5	4	5	5	3	6	5	4	5	5	3	6	5	4	5	51814.637	101397.62	96457.0	84035.33	97779.49	115748.414	29690.035	48571.35	48466.86	49988.766	47472.008	52797.57	
sp|P61978|HNRPK_HUMAN	P61978	HNRPK_HUMAN	HNRNPK	463	Homo sapiens	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein K	1.0	0.999	2	20	20	20	3	3	1	5	5	3	3	3	1	5	5	3	3	3	1	5	5	3	59711.68	115165.42	50016.41	133384.67	123488.81	112886.44	59711.68	74648.93	50016.41	86552.414	80109.07	72960.625	
sp|P62081|RS7_HUMAN	P62081	RS7_HUMAN	RPS7	194	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein eS7	1.0	0.999	5	13	13	13	4	2	1	2	1	3	4	2	1	2	1	3	4	2	1	2	1	3	90085.12	75372.695	49262.016	85353.766	27117.127	33226.56	36162.91	55562.24	36314.316	50193.5	78852.12	67065.38	
sp|P62140|PP1B_HUMAN	P62140	PP1B_HUMAN	PPP1CB	327	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase PP1-beta catalytic subunit	0.9814	0.999	1	10	10	10	1	1	3	2	3	0	1	1	3	2	3	0	1	1	3	2	3	0	42017.63	38528.93	36155.543	49909.49	34144.97	0.0	42017.63	38528.93	36155.543	49909.49	34144.97	0.0	
sp|P62241|RS8_HUMAN	P62241	RS8_HUMAN	RPS8	208	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein eS8	1.0	0.999	8	134	134	134	25	19	24	20	14	32	25	19	24	20	14	32	25	19	24	20	14	32	1173235.6	897886.94	1016883.4	1064996.5	1013212.94	1447269.6	450694.12	318028.2	342629.34	371799.38	408484.25	444676.9	
sp|P62244|RS15A_HUMAN	P62244	RS15A_HUMAN	RPS15A	130	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein uS8	1.0	0.999	5	29	29	29	4	2	6	7	6	4	4	2	6	7	6	4	4	2	6	7	6	4	151142.44	119303.61	125071.34	248596.84	117308.586	152312.25	90795.695	87097.45	73498.99	85067.05	58787.914	58286.586	
sp|P62249|RS16_HUMAN	P62249	RS16_HUMAN	RPS16	146	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein uS9	0.9999	0.9959	2	4	4	4	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	11891.578	0.0	0.0	20281.742	14326.201	12798.772	11891.578	0.0	0.0	20281.742	14326.201	12798.772	
sp|P62263|RS14_HUMAN	P62263	RS14_HUMAN	RPS14	151	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein uS11	1.0	0.999	4	19	19	19	1	2	3	3	4	6	1	2	3	3	4	6	1	2	3	3	4	6	86192.38	338539.75	201336.53	365294.8	406858.2	430565.75	91223.95	179283.72	105867.336	196746.34	182782.47	177621.5	
sp|P62266|RS23_HUMAN	P62266	RS23_HUMAN	RPS23	143	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein uS12	1.0	0.999	4	27	27	27	3	3	4	4	3	10	3	3	4	4	3	10	3	3	4	4	3	10	198074.94	118632.79	182718.75	205335.22	178124.97	381091.56	96604.87	70625.56	93040.945	102809.56	106129.95	192743.19	
sp|P62269|RS18_HUMAN	P62269	RS18_HUMAN	RPS18	152	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein uS13	1.0	0.9969	5	21	21	21	3	3	3	3	4	5	3	3	3	3	4	5	3	3	3	3	4	5	101059.36	58124.78	66891.555	82433.0	97438.34	173443.78	53159.02	65194.34	44091.098	52507.516	37280.37	63330.758	
sp|P62273|RS29_HUMAN	P62273	RS29_HUMAN	RPS29	56	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein uS14	1.0	0.9968	2	18	18	18	5	1	1	4	3	4	5	1	1	4	3	4	5	1	1	4	3	4	65497.945	35929.727	38693.883	75448.0	57140.535	48230.67	60458.324	36829.195	39662.55	48980.7	32518.934	32293.535	
sp|P62277|RS13_HUMAN	P62277	RS13_HUMAN	RPS13	151	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein uS15	1.0	0.999	10	127	127	127	24	14	27	18	23	21	24	14	27	18	23	21	24	14	27	18	23	21	1355901.4	874334.94	1255761.1	1244828.8	1210874.5	1396537.5	220383.72	227393.66	304396.06	300306.56	308202.75	300490.12	
sp|P62280|RS11_HUMAN	P62280	RS11_HUMAN	RPS11	158	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein uS17	1.0	0.9986	8	51	51	51	10	7	10	8	7	9	10	7	10	8	7	9	10	7	10	8	7	9	203432.33	337698.6	405059.22	456060.4	398860.9	446021.03	96808.03	98723.18	132334.62	161749.36	163753.0	184958.83	
sp|P62316|SMD2_HUMAN	P62316	SMD2_HUMAN	SNRPD2	118	Homo sapiens	1:Experimental evidence at protein level	Small nuclear ribonucleoprotein Sm D2	0.5725	0.9619	1	4	4	4	0	0	0	0	2	2	0	0	0	0	2	2	0	0	0	0	2	2	0.0	0.0	0.0	0.0	40016.285	40675.316	0.0	0.0	0.0	0.0	40016.285	40675.316	
sp|P62318|SMD3_HUMAN	P62318	SMD3_HUMAN	SNRPD3	126	Homo sapiens	1:Experimental evidence at protein level	Small nuclear ribonucleoprotein Sm D3	0.9999	0.9985	2	7	7	7	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	50672.055	62933.51	40882.58	88270.11	97280.58	154415.11	50672.055	62933.51	40882.58	88270.11	97280.58	146997.8	
sp|P62491|RB11A_HUMAN	P62491	RB11A_HUMAN	RAB11A	216	Homo sapiens	1:Experimental evidence at protein level	Ras-related protein Rab-11A	0.9902	0.9569	1	5	0	5	2	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	1	2	29240.59	0.0	0.0	0.0	28495.719	25994.664	29240.59	0.0	0.0	0.0	28495.719	25994.664	sp|Q15907|RB11B_HUMAN
sp|P62701|RS4X_HUMAN	P62701	RS4X_HUMAN	RPS4X	263	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein eS4, X isoform	1.0	0.999	20	211	92	211	38	28	36	28	39	42	16	13	16	13	16	18	38	28	36	28	39	42	1312899.2	742642.8	1560676.0	1185111.4	1545479.1	1758397.9	252693.86	197181.9	289544.5	304462.16	273382.66	329207.0	
sp|P62750|RL23A_HUMAN	P62750	RL23A_HUMAN	RPL23A	156	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein uL23	1.0	0.999	12	103	103	103	20	8	14	17	20	24	20	8	14	17	20	24	20	8	14	17	20	24	793565.8	461355.47	832974.1	1196091.6	1293093.4	1505323.4	297198.28	228668.83	309493.47	460269.4	458220.16	573759.44	
sp|P62753|RS6_HUMAN	P62753	RS6_HUMAN	RPS6	249	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein eS6	1.0	0.9989	4	35	35	35	5	2	5	6	4	13	5	2	5	6	4	13	5	2	5	6	4	13	242433.56	187331.39	187717.6	252345.06	210980.19	319766.0	191010.02	163020.08	163692.77	182921.25	154372.22	190364.08	
sp|P62805|H4_HUMAN	P62805	H4_HUMAN	H4C1	103	Homo sapiens	1:Experimental evidence at protein level	Histone H4	1.0	0.9982	4	28	28	28	3	3	5	5	4	8	3	3	5	5	4	8	3	3	5	5	4	8	147598.44	146964.34	170869.1	215754.77	229631.34	300846.88	81806.42	82135.1	83975.234	107166.25	115234.484	146283.92	
sp|P62829|RL23_HUMAN	P62829	RL23_HUMAN	RPL23	140	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein uL14	1.0	0.999	2	6	6	6	2	0	1	0	1	2	2	0	1	0	1	2	2	0	1	0	1	2	46827.797	0.0	43625.625	0.0	42100.418	86882.15	46827.797	0.0	43625.625	0.0	42100.418	51265.582	
sp|P62847|RS24_HUMAN	P62847	RS24_HUMAN	RPS24	133	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein eS24	1.0	0.999	5	109	109	109	16	17	17	17	14	28	16	17	17	17	14	28	16	17	17	17	14	28	971798.75	856331.75	978108.94	1117147.9	851213.94	1568753.8	350129.6	269315.53	366547.44	420882.16	314463.5	469394.97	
sp|P62851|RS25_HUMAN	P62851	RS25_HUMAN	RPS25	125	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein eS25	1.0	0.9962	3	17	17	17	2	1	4	4	3	3	2	1	4	4	3	3	2	1	4	4	3	3	126124.43	73788.98	182849.22	200888.38	245382.14	156179.0	77237.664	73788.98	99222.92	112519.805	136457.81	131455.66	
sp|P62854|RS26_HUMAN	P62854	RS26_HUMAN	RPS26	115	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein eS26	1.0	0.999	3	14	7	14	1	2	3	2	2	4	1	1	1	1	1	2	1	2	3	2	2	4	78059.92	107488.05	156336.33	166436.23	148680.19	202752.9	82704.555	72263.54	74116.3	117149.62	101384.87	121225.78	
sp|P62873|GBB1_HUMAN	P62873	GBB1_HUMAN	GNB1	340	Homo sapiens	1:Experimental evidence at protein level	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	0.9814	0.999	1	2	2	2	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	27735.453	0.0	0.0	0.0	0.0	28723.654	27735.453	0.0	0.0	0.0	0.0	28723.654	
sp|P62891|RL39_HUMAN	P62891	RL39_HUMAN	RPL39	51	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein eL39	1.0	0.9964	2	17	0	17	4	1	4	4	1	3	0	0	0	0	0	0	4	1	4	4	1	3	112120.53	53520.715	93238.44	120509.49	103438.35	102496.45	73688.516	53520.715	85618.51	79145.48	68112.375	67158.32	sp|Q59GN2|R39L5_HUMAN
sp|P62899|RL31_HUMAN	P62899	RL31_HUMAN	RPL31	125	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein eL31	1.0	0.999	7	68	68	68	13	10	9	10	12	14	13	10	9	10	12	14	13	10	9	10	12	14	885062.7	882602.9	969975.2	1169994.2	1058016.9	813344.56	630160.25	520121.03	677760.06	869045.3	872296.94	509944.03	
sp|P62910|RL32_HUMAN	P62910	RL32_HUMAN	RPL32	135	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein eL32	1.0	0.9831	5	19	19	19	2	1	4	2	2	8	2	1	4	2	2	8	2	1	4	2	2	8	75677.26	102249.02	118732.66	121057.74	36766.754	180454.67	55759.953	100813.87	52439.97	87997.76	44210.926	57479.38	
sp|P62913|RL11_HUMAN	P62913	RL11_HUMAN	RPL11	178	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein uL5	1.0	0.9989	3	30	30	30	5	4	1	3	4	13	5	4	1	3	4	13	5	4	1	3	4	13	62440.08	39219.96	25358.023	48623.176	78536.91	175850.5	52962.984	39219.96	25358.023	39104.27	70599.1	95561.6	
sp|P62917|RL8_HUMAN	P62917	RL8_HUMAN	RPL8	257	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein uL2	1.0	0.999	5	17	17	17	3	3	2	2	3	4	3	3	2	2	3	4	3	3	2	2	3	4	105007.445	111152.61	40025.98	64453.684	77776.695	203345.06	55868.633	54137.125	47878.754	59290.566	51251.45	62730.844	
sp|P62937|PPIA_HUMAN	P62937	PPIA_HUMAN	PPIA	165	Homo sapiens	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase A	1.0	0.999	2	10	10	10	3	0	2	0	2	3	3	0	2	0	2	3	3	0	2	0	2	3	28531.482	0.0	24617.75	0.0	22989.742	24342.895	16471.705	0.0	12546.183	0.0	20053.734	13053.237	
sp|P63104|1433Z_HUMAN	P63104	1433Z_HUMAN	YWHAZ	245	Homo sapiens	1:Experimental evidence at protein level	14-3-3 protein zeta/delta	0.9814	0.999	1	12	12	12	2	1	1	4	3	1	2	1	1	4	3	1	2	1	1	4	3	1	35982.504	38504.33	38011.19	33454.74	27620.678	37656.355	35982.504	38504.33	38011.19	33454.74	27620.678	37656.355	
sp|P63173|RL38_HUMAN	P63173	RL38_HUMAN	RPL38	70	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein eL38	1.0	0.999	3	11	11	11	3	0	2	1	1	4	3	0	2	1	1	4	3	0	2	1	1	4	29650.77	0.0	43613.227	16867.059	15031.334	76294.7	29650.77	0.0	30821.45	0.0	15031.334	45285.656	
sp|P63220|RS21_HUMAN	P63220	RS21_HUMAN	RPS21	83	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein eS21	0.9808	0.999	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	14634.439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P67809|YBOX1_HUMAN	P67809	YBOX1_HUMAN	YBX1	324	Homo sapiens	1:Experimental evidence at protein level	Y-box-binding protein 1	1.0	0.9988	2	3	2	3	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	7143.653	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P67936|TPM4_HUMAN	P67936	TPM4_HUMAN	TPM4	248	Homo sapiens	1:Experimental evidence at protein level	Tropomyosin alpha-4 chain	1.0	0.999	6	38	21	38	5	6	9	3	6	9	2	2	5	1	6	5	5	6	9	3	6	9	96751.78	41240.254	79569.805	67075.734	96110.47	85963.46	30210.629	29689.543	22451.951	30045.984	25029.56	19783.582	
sp|P68032|ACTC_HUMAN	P68032	ACTC_HUMAN	ACTC1	377	Homo sapiens	1:Experimental evidence at protein level	Actin, alpha cardiac muscle 1	1.0	0.9984	13	33	0	210	6	4	6	7	5	5	0	0	0	0	0	0	41	24	44	24	33	44	140422.14	80248.94	105767.89	135660.47	142304.16	156885.78	70746.77	36590.406	55301.688	74208.8	77609.5	85884.484	sp|P68133|ACTS_HUMAN
sp|P68104|EF1A1_HUMAN	P68104	EF1A1_HUMAN	EEF1A1	462	Homo sapiens	1:Experimental evidence at protein level	Elongation factor 1-alpha 1	1.0	0.999	7	45	0	45	9	6	5	6	7	12	0	0	0	0	0	0	9	6	5	6	7	12	283690.47	171030.75	348713.16	255751.25	386014.5	509063.34	147436.6	118190.09	197323.94	125702.586	163428.9	206309.69	sp|Q5VTE0|EF1A3_HUMAN
sp|P68363|TBA1B_HUMAN	P68363	TBA1B_HUMAN	TUBA1B	451	Homo sapiens	1:Experimental evidence at protein level	Tubulin alpha-1B chain	1.0	0.999	5	35	0	35	8	2	2	2	5	16	0	0	0	0	0	0	8	2	2	2	5	16	118584.73	52408.633	75506.0	70343.86	112870.14	129567.56	45472.133	30347.678	44371.55	38755.258	49104.72	46564.074	sp|Q71U36|TBA1A_HUMAN, sp|Q9BQE3|TBA1C_HUMAN
sp|P68431|H31_HUMAN	P68431	H31_HUMAN	H3C1	136	Homo sapiens	1:Experimental evidence at protein level	Histone H3.1	0.9397	0.9966	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	64902.836	0.0	0.0	0.0	0.0	0.0	0.0	sp|P84243|H33_HUMAN, sp|Q16695|H31T_HUMAN, sp|Q5TEC6|H37_HUMAN, sp|Q6NXT2|H3C_HUMAN, sp|Q71DI3|H32_HUMAN
sp|P78347|GTF2I_HUMAN	P78347	GTF2I_HUMAN	GTF2I	998	Homo sapiens	1:Experimental evidence at protein level	General transcription factor II-I	1.0	0.999	3	31	31	31	4	6	4	6	4	7	4	6	4	6	4	7	4	6	4	6	4	7	133597.94	199622.89	83053.16	128378.51	135418.02	149791.45	57737.367	88496.69	46211.902	64620.355	63891.223	64592.875	
sp|P78356|PI42B_HUMAN	P78356	PI42B_HUMAN	PIP4K2B	416	Homo sapiens	1:Experimental evidence at protein level	Phosphatidylinositol 5-phosphate 4-kinase type-2 beta	1.0	0.999	6	35	35	43	7	7	6	6	5	4	7	7	6	6	5	4	8	9	6	8	6	6	178611.25	184715.52	145963.17	160663.39	115860.766	129541.6	60918.73	64817.062	51682.86	52245.44	43321.492	56960.367	
sp|P78371|TCPB_HUMAN	P78371	TCPB_HUMAN	CCT2	535	Homo sapiens	1:Experimental evidence at protein level	T-complex protein 1 subunit beta	0.9783	0.9988	1	3	3	3	0	0	0	0	1	2	0	0	0	0	1	2	0	0	0	0	1	2	0.0	0.0	0.0	0.0	14260.374	10210.931	0.0	0.0	0.0	0.0	14260.374	10210.931	
sp|P81605|DCD_HUMAN	P81605	DCD_HUMAN	DCD	110	Homo sapiens	1:Experimental evidence at protein level	Dermcidin	1.0	0.9973	3	14	14	14	2	2	2	2	3	3	2	2	2	2	3	3	2	2	2	2	3	3	84192.11	87954.03	103888.16	143328.75	138148.05	102495.58	84192.11	87954.03	103888.16	121753.195	97226.07	80802.18	
sp|P82914|RT15_HUMAN	P82914	RT15_HUMAN	MRPS15	257	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein uS15m	0.7042	0.9782	1	4	4	4	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0.0	30319.756	33708.14	0.0	26225.213	29701.934	0.0	30319.756	33708.14	0.0	26225.213	29701.934	
sp|P83731|RL24_HUMAN	P83731	RL24_HUMAN	RPL24	157	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein eL24	1.0	0.9989	6	42	42	42	5	3	8	5	4	17	5	3	8	5	4	17	5	3	8	5	4	17	345240.28	198058.9	423086.47	303669.78	258922.11	326348.56	157774.83	90097.52	148078.8	129532.13	127116.4	127129.195	
sp|P84098|RL19_HUMAN	P84098	RL19_HUMAN	RPL19	196	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein eL19	1.0	0.999	4	29	29	29	3	5	3	4	3	11	3	5	3	4	3	11	3	5	3	4	3	11	301753.62	254855.88	211756.05	357332.8	285454.16	417028.97	184765.14	156356.17	130360.83	221345.89	165522.19	237596.2	
